,Order ID,Date,Product,Price,Quantity,Purchase Type,Payment Method,Manager,City,Amount,Profit_Margin,Conversion_Factor,USD_Amount
17,10471,2022-11-11,Chicken Sandwiches,9.95,201.01,In-store , Credit Card,       Pablo Perez,Madrid,2000.0494999999999,300.00742499999996,1.08,2160.05346
18,10472,2022-11-11,Fries,3.49,630.37,In-store , Credit Card,Pablo   Perez,Madrid,2199.9913,329.998695,1.08,2375.9906040000005
19,10473,2022-11-11,Beverages,2.95,677.97,In-store , Credit Card,       Pablo Perez,Madrid,2000.0115000000003,300.001725,1.08,2160.0124200000005
20,10474,2022-11-11,Sides & Other,4.99,200.4,In-store , Credit Card,       Pablo Perez,Madrid,999.9960000000001,149.9994,1.08,1079.9956800000002
21,10475,2022-11-12,Burgers,12.99,523.48,In-store , Credit Card,       Pablo Perez,Madrid,6800.0052000000005,1020.0007800000001,1.08,7344.005616000001
22,10476,2022-11-12,Chicken Sandwiches,9.95,201.01,In-store , Credit Card,Pablo Perez,Madrid,2000.0494999999999,300.00742499999996,1.08,2160.05346
23,10477,2022-11-12,Fries,3.49,630.37,In-store , Credit Card,Pablo  Perez,Madrid,3060.231526141079,459.03472892116184,1.08,3305.0500482323655
24,10478,2022-11-12,Beverages,2.95,677.97,In-store , Credit Card,Pablo Perez,Madrid,2000.0115000000003,300.001725,1.08,2160.0124200000005
25,10479,2022-11-12,Sides & Other,4.99,200.4,In-store , Credit Card,Pablo    Perez,Madrid,999.9960000000001,149.9994,1.08,1079.9956800000002
26,10480,2022-11-13,Burgers,12.99,508.08,In-store , Credit Card,Pablo Perez,Madrid,6599.9592,989.99388,1.08,7127.955936
27,10481,2022-11-13,Chicken Sandwiches,9.95,201.01,In-store , Credit Card,Pablo Perez,Madrid,3060.231526141079,459.03472892116184,1.08,3305.0500482323655
28,10482,2022-11-13,Fries,25.5,630.37,In-store , Credit Card,Joao Silva,Lisbon,16074.435,2411.16525,1.08,17360.3898
29,10486,2022-11-14,Chicken Sandwiches,29.05,201.01,In-store , Credit Card,Joao    Silva,Lisbon,5839.3405,875.901075,1.08,6306.4877400000005
30,10487,2022-11-14,Fries,3.49,630.37,In-store , Credit Card,Joao Silva,Lisbon,2199.9913,329.998695,1.08,2375.9906040000005
31,10488,2022-11-14,Beverages,2.95,677.97,In-store , Credit Card,Joao Silva,Lisbon,2000.0115000000003,300.001725,1.08,2160.0124200000005
32,10489,2022-11-14,Sides & Other,4.99,200.4,In-store , Credit Card,Pablo Perez,Madrid,999.9960000000001,149.9994,1.08,1079.9956800000002
33,10490,2022-11-15,Burgers,12.99,508.08,In-store , Credit Card,Pablo Perez,Madrid,6599.9592,989.99388,1.08,7127.955936
34,10491,2022-11-15,Chicken Sandwiches,9.95,201.01,In-store , Credit Card,Pablo Perez,Madrid,2000.0494999999999,300.00742499999996,1.08,2160.05346
35,10492,2022-11-15,Fries,3.49,573.07,In-store , Credit Card,Pablo Perez,Madrid,2000.0143000000003,300.00214500000004,1.08,2160.0154440000006
36,10493,2022-11-15,Beverages,2.95,677.97,In-store , Credit Card,Pablo Perez,Madrid,2000.0115000000003,300.001725,1.08,2160.0124200000005
37,10494,2022-11-15,Sides & Other,4.99,200.4,In-store , Credit Card,Pablo Perez,Madrid,999.9960000000001,149.9994,1.08,1079.9956800000002
38,10495,2022-11-16,Burgers,12.99,508.08,In-store , Credit Card,Pablo Perez,Madrid,6599.9592,989.99388,1.08,7127.955936
39,10496,2022-11-16,Chicken Sandwiches,9.95,201.01,In-store , Credit Card,Pablo Perez,Madrid,2000.0494999999999,300.00742499999996,1.08,2160.05346
40,10497,2022-11-16,Fries,3.49,573.07,In-store , Credit Card,Pablo Perez,Madrid,2000.0143000000003,300.00214500000004,1.08,2160.0154440000006
41,10498,2022-11-16,Beverages,2.95,677.97,Drive-thru , Credit Card,Pablo Perez,Madrid,2000.0115000000003,300.001725,1.08,2160.0124200000005
42,10499,2022-11-16,Sides & Other,4.99,200.4,Drive-thru , Credit Card,Pablo Perez,Madrid,999.9960000000001,149.9994,1.08,1079.9956800000002
43,10500,2022-11-17,Burgers,12.99,523.48,Drive-thru , Credit Card,Pablo Perez,Madrid,6800.0052000000005,1020.0007800000001,1.08,7344.005616000001
44,10501,2022-11-17,Chicken Sandwiches,9.95,201.01,Drive-thru , Credit Card,Pablo Perez,Madrid,2000.0494999999999,300.00742499999996,1.08,2160.05346
45,10502,2022-11-17,Fries,3.49,630.37,Drive-thru , Credit Card,Pablo Perez,Madrid,3060.231526141079,459.03472892116184,1.08,3305.0500482323655
46,10503,2022-11-17,Beverages,2.95,677.97,Drive-thru , Credit Card,Pablo Perez,Madrid,2000.0115000000003,300.001725,1.08,2160.0124200000005
47,10504,2022-11-17,Sides & Other,4.99,200.4,Drive-thru , Credit Card,Pablo Perez,Madrid,999.9960000000001,149.9994,1.08,1079.9956800000002
48,10505,2022-11-18,Burgers,12.99,538.88,Drive-thru , Credit Card,Pablo Perez,Madrid,7000.0512,1050.00768,1.08,7560.055296
49,10506,2022-11-18,Chicken Sandwiches,9.95,201.01,Drive-thru , Credit Card,Pablo Perez,Madrid,2000.0494999999999,300.00742499999996,1.08,2160.05346
50,10507,2022-11-18,Fries,3.49,687.68,Drive-thru , Credit Card,Pablo Perez,Madrid,2400.0032,360.00048,1.08,2592.0034560000004
51,10508,2022-11-18,Beverages,2.95,677.97,Drive-thru , Credit Card,Pablo Perez,Madrid,2000.0115000000003,300.001725,1.08,2160.0124200000005
52,10509,2022-11-18,Sides & Other,4.99,200.4,Drive-thru , Credit Card,Pablo Perez,Madrid,999.9960000000001,149.9994,1.08,1079.9956800000002
53,10510,2022-11-19,Burgers,12.99,508.08,Drive-thru , Credit Card,Pablo Perez,Madrid,6599.9592,989.99388,1.08,7127.955936
54,10511,2022-11-19,Chicken Sandwiches,9.95,201.01,Drive-thru , Credit Card,Joao Silva,Lisbon,2000.0494999999999,300.00742499999996,1.08,2160.05346
55,10512,2022-11-19,Fries,3.49,687.68,Drive-thru , Credit Card,Joao Silva,Lisbon,2400.0032,360.00048,1.08,2592.0034560000004
56,10513,2022-11-19,Beverages,2.95,677.97,Drive-thru , Cash,Joao Silva,Lisbon,2000.0115000000003,300.001725,1.08,2160.0124200000005
57,10514,2022-11-19,Sides & Other,4.99,200.4,Drive-thru , Cash,Joao Silva,Lisbon,999.9960000000001,149.9994,1.08,1079.9956800000002
58,10515,2022-11-20,Burgers,12.99,477.29,Drive-thru , Cash,Joao Silva,Lisbon,6199.9971000000005,929.9995650000001,1.08,6695.996868000001
59,10516,2022-11-20,Chicken Sandwiches,9.95,201.01,Drive-thru , Cash,Joao Silva,Lisbon,2000.0494999999999,300.00742499999996,1.08,2160.05346
60,10483,2022-11-13,Beverages,2.95,677.97,In-store , Credit Card,Joao    Silva,Lisbon,2000.0115000000003,300.001725,1.08,2160.0124200000005
61,10484,2022-11-13,Sides & Other,4.99,200.4,In-store , Credit Card,Joao    Silva,Lisbon,999.9960000000001,149.9994,1.08,1079.9956800000002
62,10485,2022-11-14,Burgers,12.99,523.48,In-store , Credit Card,Joao    Silva,Lisbon,6800.0052000000005,1020.0007800000001,1.08,7344.005616000001
63,10520,2022-11-21,Burgers,12.99,492.69,Drive-thru , Cash,Remy Monet,Paris,6400.0431,960.0064649999999,1.08,6912.046548
64,10521,2022-11-21,Chicken Sandwiches,9.95,201.01,Drive-thru , Cash,Remy Monet,Paris,2000.0494999999999,300.00742499999996,1.08,2160.05346
65,10522,2022-11-21,Fries,3.49,687.68,Drive-thru , Cash,Remy Monet,Paris,2400.0032,360.00048,1.08,2592.0034560000004
66,10523,2022-11-21,Beverages,2.95,745.76,Drive-thru , Cash,Remy Monet,Paris,2199.992,329.9988,1.08,2375.9913600000004
67,10524,2022-11-21,Sides & Other,4.99,200.4,Drive-thru , Cash,Remy Monet,Paris,999.9960000000001,149.9994,1.08,1079.9956800000002
68,10525,2022-11-22,Burgers,12.99,461.89,Drive-thru , Cash,Remy Monet,Paris,3060.231526141079,459.03472892116184,1.08,3305.0500482323655
69,10526,2022-11-22,Chicken Sandwiches,9.95,201.01,Drive-thru , Cash,Remy Monet,Paris,2000.0494999999999,300.00742499999996,1.08,2160.05346
70,10527,2022-11-22,Fries,3.49,687.68,Drive-thru , Cash,Remy Monet,Paris,2400.0032,360.00048,1.08,2592.0034560000004
71,10528,2022-11-22,Beverages,2.95,745.76,Drive-thru , Cash,Remy Monet,Paris,2199.992,329.9988,1.08,2375.9913600000004
72,10529,2022-11-22,Sides & Other,4.99,200.4,Drive-thru , Cash,Remy Monet,Paris,999.9960000000001,149.9994,1.08,1079.9956800000002
73,10530,2022-11-23,Burgers,12.99,477.29,Drive-thru , Cash,Remy Monet,Paris,3060.231526141079,459.03472892116184,1.08,3305.0500482323655
74,10531,2022-11-23,Chicken Sandwiches,9.95,201.01,Drive-thru , Cash,Remy Monet,Paris,3060.231526141079,459.03472892116184,1.08,3305.0500482323655
75,10532,2022-11-23,Fries,3.49,687.68,Drive-thru , Cash,Joao Silva,Lisbon,2400.0032,360.00048,1.08,2592.0034560000004
76,10533,2022-11-23,Beverages,2.95,745.76,Drive-thru , Cash,Joao Silva,Lisbon,2199.992,329.9988,1.08,2375.9913600000004
77,10534,2022-11-23,Sides & Other,4.99,200.4,Drive-thru , Cash,Pablo Perez,Madrid,999.9960000000001,149.9994,1.08,1079.9956800000002
78,10535,2022-11-24,Burgers,12.99,477.29,Drive-thru , Credit Card,Pablo Perez,Madrid,6199.9971000000005,929.9995650000001,1.08,6695.996868000001
79,10536,2022-11-24,Chicken Sandwiches,9.95,201.01,Drive-thru , Credit Card,Pablo Perez,Madrid,2000.0494999999999,300.00742499999996,1.08,2160.05346
80,10540,2022-11-25,Burgers,12.99,461.89,Drive-thru , Credit Card,Pablo Perez,Madrid,5999.9511,899.992665,1.08,6479.947188000001
81,10541,2022-11-25,Chicken Sandwiches,9.95,201.01,Drive-thru , Credit Card,Tom Jackson,London,2000.0494999999999,300.00742499999996,1.25,2500.061875
82,10542,2022-11-25,Fries,3.49,630.37,Drive-thru , Credit Card,Tom Jackson,London,2199.9913,329.998695,1.25,2749.989125
83,10543,2022-11-25,Beverages,2.95,745.76,Drive-thru , Credit Card,Tom Jackson,London,2199.992,329.9988,1.25,2749.9900000000002
84,10544,2022-11-25,Sides & Other,4.99,200.4,Drive-thru , Credit Card,Tom Jackson,London,999.9960000000001,149.9994,1.25,1249.9950000000001
85,10545,2022-11-26,Burgers,12.99,446.5,Drive-thru , Credit Card,Tom Jackson,London,5800.035,870.0052499999999,1.25,7250.04375
86,10546,2022-11-26,Chicken Sandwiches,9.95,201.01,Drive-thru , Credit Card,Tom Jackson,London,2000.0494999999999,300.00742499999996,1.25,2500.061875
87,10547,2022-11-26,Fries,3.49,630.37,Drive-thru , Credit Card,Tom Jackson,London,2199.9913,329.998695,1.25,2749.989125
88,10548,2022-11-26,Beverages,2.95,745.76,Drive-thru , Credit Card,Tom Jackson,London,2199.992,329.9988,1.25,2749.9900000000002
89,10549,2022-11-26,Sides & Other,4.99,200.4,Drive-thru , Credit Card,Tom Jackson,London,999.9960000000001,149.9994,1.25,1249.9950000000001
90,10550,2022-11-27,Burgers,12.99,461.89,Drive-thru , Credit Card,Tom Jackson,London,5999.9511,899.992665,1.25,7499.938875
91,10551,2022-11-27,Chicken Sandwiches,9.95,201.01,Drive-thru , Credit Card,Tom Jackson,London,2000.0494999999999,300.00742499999996,1.25,2500.061875
92,10552,2022-11-27,Fries,3.49,630.37,Online , Credit Card,Tom Jackson,London,2199.9913,329.998695,1.25,2749.989125
93,10553,2022-11-27,Beverages,2.95,745.76,Online , Credit Card,Tom Jackson,London,2199.992,329.9988,1.25,2749.9900000000002
94,10554,2022-11-27,Sides & Other,4.99,200.4,Online , Credit Card,Tom Jackson,London,999.9960000000001,149.9994,1.25,1249.9950000000001
95,10555,2022-11-28,Burgers,12.99,477.29,Online , Credit Card,Tom Jackson,London,6199.9971000000005,929.9995650000001,1.25,7749.996375000001
96,10556,2022-11-28,Chicken Sandwiches,9.95,201.01,Online , Credit Card,Tom Jackson,London,3060.231526141079,459.03472892116184,1.25,3825.2894076763487
97,10557,2022-11-28,Fries,3.49,630.37,Online , Credit Card,Tom Jackson,London,2199.9913,329.998695,1.25,2749.989125
98,10558,2022-11-28,Beverages,2.95,677.97,Online , Credit Card,Tom Jackson,London,2000.0115000000003,300.001725,1.25,2500.014375
99,10559,2022-11-28,Sides & Other,4.99,200.4,Online , Credit Card,Tom Jackson,London,999.9960000000001,149.9994,1.25,1249.9950000000001
100,10560,2022-11-29,Burgers,12.99,477.29,Online , Credit Card,Tom Jackson,London,6199.9971000000005,929.9995650000001,1.25,7749.996375000001
101,10561,2022-11-29,Chicken Sandwiches,9.95,201.01,Online , Credit Card,Tom Jackson,London,2000.0494999999999,300.00742499999996,1.25,2500.061875
102,10562,2022-11-29,Fries,3.49,630.37,Online , Credit Card,Tom Jackson,London,2199.9913,329.998695,1.25,2749.989125
103,10563,2022-11-29,Beverages,2.95,677.97,Online , Credit Card,Tom Jackson,London,2000.0115000000003,300.001725,1.25,2500.014375
104,10564,2022-11-29,Sides & Other,4.99,200.4,Online , Credit Card,Tom Jackson,London,999.9960000000001,149.9994,1.25,1249.9950000000001
105,10565,2022-11-30,Burgers,12.99,492.69,Online , Credit Card,Tom Jackson,London,6400.0431,960.0064649999999,1.25,8000.053875
106,10566,2022-11-30,Chicken Sandwiches,9.95,201.01,Online , Credit Card,Tom Jackson,London,2000.0494999999999,300.00742499999996,1.25,2500.061875
107,10567,2022-11-30,Fries,3.49,630.37,Online , Credit Card,Tom Jackson,London,2199.9913,329.998695,1.25,2749.989125
108,10568,2022-11-30,Beverages,2.95,677.97,Online , Credit Card,Tom Jackson,London,2000.0115000000003,300.001725,1.25,2500.014375
109,10569,2022-11-30,Sides & Other,4.99,200.4,Online , Credit Card,Tom Jackson,London,999.9960000000001,149.9994,1.25,1249.9950000000001
110,10570,2022-12-01,Burgers,12.99,492.69,Online , Credit Card,Tom Jackson,London,6400.0431,960.0064649999999,1.25,8000.053875
111,10571,2022-12-01,Chicken Sandwiches,9.95,201.01,Online , Credit Card,Tom Jackson,London,2000.0494999999999,300.00742499999996,1.25,2500.061875
112,10572,2022-12-01,Fries,3.49,573.07,Online , Credit Card,Remy Monet,Paris,2000.0143000000003,300.00214500000004,1.08,2160.0154440000006
113,10573,2022-12-01,Beverages,2.95,677.97,Online , Credit Card,Remy Monet,Paris,2000.0115000000003,300.001725,1.08,2160.0124200000005
114,10574,2022-12-01,Sides & Other,4.99,200.4,Online , Credit Card,Remy Monet,Paris,999.9960000000001,149.9994,1.08,1079.9956800000002
115,10575,2022-12-02,Burgers,12.99,523.48,Online , Credit Card,Remy Monet,Paris,6800.0052000000005,1020.0007800000001,1.08,7344.005616000001
116,10576,2022-12-02,Chicken Sandwiches,9.95,201.01,Online , Credit Card,Remy Monet,Paris,2000.0494999999999,300.00742499999996,1.08,2160.05346
117,10577,2022-12-02,Fries,3.49,630.37,Online , Credit Card,Remy Monet,Paris,2199.9913,329.998695,1.08,2375.9906040000005
118,10578,2022-12-02,Beverages,2.95,677.97,Online , Credit Card,Remy Monet,Paris,2000.0115000000003,300.001725,1.08,2160.0124200000005
119,10579,2022-12-02,Sides & Other,4.99,200.4,Online , Credit Card,Remy Monet,Paris,999.9960000000001,149.9994,1.08,1079.9956800000002
120,10580,2022-12-03,Burgers,12.99,523.48,Online , Credit Card,Remy Monet,Paris,6800.0052000000005,1020.0007800000001,1.08,7344.005616000001
121,10581,2022-12-03,Chicken Sandwiches,9.95,201.01,Online , Credit Card,Remy Monet,Paris,2000.0494999999999,300.00742499999996,1.08,2160.05346
122,10582,2022-12-03,Fries,3.49,630.37,Online , Credit Card,Tom Jackson,London,2199.9913,329.998695,1.25,2749.989125
123,10583,2022-12-03,Beverages,2.95,677.97,Online , Credit Card,Tom Jackson,London,2000.0115000000003,300.001725,1.25,2500.014375
124,10584,2022-12-03,Sides & Other,4.99,200.4,Online , Credit Card,Tom Jackson,London,999.9960000000001,149.9994,1.25,1249.9950000000001
125,10585,2022-12-04,Burgers,12.99,538.88,Online , Credit Card,Tom Jackson,London,7000.0512,1050.00768,1.25,8750.064
126,10586,2022-12-04,Chicken Sandwiches,9.95,201.01,Online , Credit Card,Tom Jackson,London,2000.0494999999999,300.00742499999996,1.25,2500.061875
127,10537,2022-11-24,Fries,3.49,630.37,Drive-thru , Credit Card,Pablo Perez,Madrid,2199.9913,329.998695,1.08,2375.9906040000005
128,10538,2022-11-24,Beverages,2.95,745.76,Drive-thru , Credit Card,Pablo Perez,Madrid,2199.992,329.9988,1.08,2375.9913600000004
129,10539,2022-11-24,Sides & Other,4.99,200.4,Drive-thru , Credit Card,Pablo Perez,Madrid,3060.231526141079,459.03472892116184,1.08,3305.0500482323655
130,10590,2022-12-05,Burgers,12.99,554.27,Online , Credit Card,Tom Jackson,London,7199.9673,1079.995095,1.25,8999.959125000001
131,10591,2022-12-05,Chicken Sandwiches,9.95,201.01,Online , Credit Card,Tom Jackson,London,2000.0494999999999,300.00742499999996,1.25,2500.061875
132,10592,2022-12-05,Fries,3.49,573.07,Online , Credit Card,Tom Jackson,London,2000.0143000000003,300.00214500000004,1.25,2500.0178750000005
133,10593,2022-12-05,Beverages,2.95,677.97,Online , Credit Card,Tom Jackson,London,2000.0115000000003,300.001725,1.25,2500.014375
134,10594,2022-12-05,Sides & Other,4.99,200.4,Online , Credit Card,Tom Jackson,London,999.9960000000001,149.9994,1.25,1249.9950000000001
135,10595,2022-12-06,Burgers,12.99,538.88,Online , Credit Card,Tom Jackson,London,7000.0512,1050.00768,1.25,8750.064
136,10596,2022-12-06,Chicken Sandwiches,9.95,201.01,Online , Credit Card,Tom Jackson,London,2000.0494999999999,300.00742499999996,1.25,2500.061875
137,10597,2022-12-06,Fries,3.49,573.07,Online , Credit Card,Tom Jackson,London,2000.0143000000003,300.00214500000004,1.25,2500.0178750000005
138,10598,2022-12-06,Beverages,2.95,677.97,Online , Credit Card,Tom Jackson,London,2000.0115000000003,300.001725,1.25,2500.014375
139,10599,2022-12-06,Sides & Other,4.99,200.4,Online , Credit Card,Tom Jackson,London,999.9960000000001,149.9994,1.25,1249.9950000000001
140,10600,2022-12-07,Burgers,12.99,523.48,Online , Credit Card,Tom Jackson,London,6800.0052000000005,1020.0007800000001,1.25,8500.006500000001
141,10601,2022-12-07,Chicken Sandwiches,9.95,201.01,Online , Credit Card,Tom Jackson,London,2000.0494999999999,300.00742499999996,1.25,2500.061875
142,10602,2022-12-07,Fries,3.49,630.37,Online , Cash,Tom Jackson,London,2199.9913,329.998695,1.25,2749.989125
143,10603,2022-12-07,Beverages,2.95,677.97,Online , Cash,Tom Jackson,London,3060.231526141079,459.03472892116184,1.25,3825.2894076763487
144,10604,2022-12-07,Sides & Other,4.99,200.4,Online , Cash,Tom Jackson,London,999.9960000000001,149.9994,1.25,1249.9950000000001
145,10605,2022-12-08,Burgers,12.99,538.88,Online , Cash,Tom Jackson,London,7000.0512,1050.00768,1.25,8750.064
146,10606,2022-12-08,Chicken Sandwiches,9.95,201.01,Online , Cash,Tom Jackson,London,2000.0494999999999,300.00742499999996,1.25,2500.061875
147,10607,2022-12-08,Fries,3.49,630.37,Online , Cash,Tom Jackson,London,2199.9913,329.998695,1.25,2749.989125
148,10608,2022-12-08,Beverages,2.95,677.97,Online , Gift Card,Tom Jackson,London,2000.0115000000003,300.001725,1.25,2500.014375
149,10609,2022-12-08,Sides & Other,4.99,200.4,Online , Gift Card,Tom Jackson,London,999.9960000000001,149.9994,1.25,1249.9950000000001
150,10610,2022-12-09,Burgers,12.99,569.67,Online , Gift Card,Tom Jackson,London,7400.0133,1110.0019949999999,1.25,9250.016625
151,10611,2022-12-09,Chicken Sandwiches,9.95,201.01,Online , Gift Card,Tom Jackson,London,2000.0494999999999,300.00742499999996,1.25,2500.061875
152,10612,2022-12-09,Fries,3.49,630.37,Online , Gift Card,Tom Jackson,London,2199.9913,329.998695,1.25,2749.989125
153,10613,2022-12-09,Beverages,2.95,677.97,Online , Gift Card,Tom Jackson,London,2000.0115000000003,300.001725,1.25,2500.014375
154,10614,2022-12-09,Sides & Other,4.99,200.4,Online , Gift Card,Tom Jackson,London,999.9960000000001,149.9994,1.25,1249.9950000000001
155,10615,2022-12-10,Burgers,12.99,569.67,Online , Gift Card,Tom Jackson,London,7400.0133,1110.0019949999999,1.25,9250.016625
156,10616,2022-12-10,Chicken Sandwiches,9.95,201.01,Online , Gift Card,Tom Jackson,London,2000.0494999999999,300.00742499999996,1.25,2500.061875
157,10617,2022-12-10,Fries,3.49,630.37,Online , Gift Card,Tom Jackson,London,2199.9913,329.998695,1.25,2749.989125
158,10618,2022-12-10,Beverages,2.95,677.97,Online , Gift Card,Tom Jackson,London,2000.0115000000003,300.001725,1.25,2500.014375
159,10619,2022-12-10,Sides & Other,4.99,200.4,Online , Gift Card,Tom Jackson,London,999.9960000000001,149.9994,1.25,1249.9950000000001
160,10620,2022-12-11,Burgers,12.99,585.07,Online , Gift Card,Tom Jackson,London,7600.059300000001,1140.0088950000002,1.25,9500.074125000001
161,10621,2022-12-11,Chicken Sandwiches,9.95,201.01,Online , Gift Card,Tom Jackson,London,2000.0494999999999,300.00742499999996,1.25,2500.061875
162,10622,2022-12-11,Fries,3.49,630.37,Online , Gift Card,Tom Jackson,London,2199.9913,329.998695,1.25,2749.989125
163,10623,2022-12-11,Beverages,2.95,745.76,Online , Gift Card,Tom Jackson,London,2199.992,329.9988,1.25,2749.9900000000002
164,10624,2022-12-11,Sides & Other,4.99,200.4,Online , Gift Card,Tom Jackson,London,999.9960000000001,149.9994,1.25,1249.9950000000001
165,10625,2022-12-12,Burgers,12.99,569.67,Online , Gift Card,Tom Jackson,London,7400.0133,1110.0019949999999,1.25,9250.016625
166,10626,2022-12-12,Chicken Sandwiches,9.95,201.01,Online , Gift Card,Tom Jackson,London,2000.0494999999999,300.00742499999996,1.25,2500.061875
167,10627,2022-12-12,Fries,3.49,630.37,Online , Gift Card,Tom Jackson,London,2199.9913,329.998695,1.25,2749.989125
168,10628,2022-12-12,Beverages,2.95,677.97,Online , Gift Card,Joao Silva,Lisbon,2000.0115000000003,300.001725,1.08,2160.0124200000005
169,10629,2022-12-12,Sides & Other,4.99,200.4,Online , Gift Card,Joao Silva,Lisbon,999.9960000000001,149.9994,1.08,1079.9956800000002
170,10630,2022-12-13,Burgers,12.99,569.67,Online , Cash,Joao Silva,Lisbon,7400.0133,1110.0019949999999,1.08,7992.014364
171,10631,2022-12-13,Chicken Sandwiches,9.95,201.01,Online , Gift Card,Joao Silva,Lisbon,2000.0494999999999,300.00742499999996,1.08,2160.05346
172,10632,2022-12-13,Fries,3.49,630.37,Online , Gift Card,Joao Silva,Lisbon,2199.9913,329.998695,1.08,2375.9906040000005
173,10633,2022-12-13,Beverages,2.95,677.97,Online , Gift Card,Joao Silva,Lisbon,2000.0115000000003,300.001725,1.08,2160.0124200000005
174,10634,2022-12-13,Sides & Other,4.99,200.4,Online , Gift Card,Joao Silva,Lisbon,999.9960000000001,149.9994,1.08,1079.9956800000002
175,10635,2022-12-14,Burgers,12.99,554.27,Online , Gift Card,Joao Silva,Lisbon,7199.9673,1079.995095,1.08,7775.9646840000005
176,10636,2022-12-14,Chicken Sandwiches,9.95,221.11,Online , Gift Card,Joao Silva,Lisbon,2200.0445,330.006675,1.08,2376.04806
177,10637,2022-12-14,Fries,3.49,630.37,Online , Gift Card,Joao Silva,Lisbon,2199.9913,329.998695,1.08,2375.9906040000005
178,10638,2022-12-14,Beverages,2.95,677.97,Online , Gift Card,Joao Silva,Lisbon,2000.0115000000003,300.001725,1.08,2160.0124200000005
179,10639,2022-12-14,Sides & Other,4.99,200.4,Online , Gift Card,Joao Silva,Lisbon,999.9960000000001,149.9994,1.08,1079.9956800000002
180,10640,2022-12-15,Burgers,12.99,538.88,Online , Gift Card,Joao Silva,Lisbon,7000.0512,1050.00768,1.08,7560.055296
181,10641,2022-12-15,Chicken Sandwiches,9.95,221.11,Online , Gift Card,Joao Silva,Lisbon,2200.0445,330.006675,1.08,2376.04806
182,10642,2022-12-15,Fries,3.49,630.37,Online , Cash,Joao Silva,Lisbon,3060.231526141079,459.03472892116184,1.08,3305.0500482323655
183,10643,2022-12-15,Beverages,2.95,677.97,Online , Cash,Joao Silva,Lisbon,2000.0115000000003,300.001725,1.08,2160.0124200000005
184,10644,2022-12-15,Sides & Other,4.99,200.4,Online , Cash,Joao Silva,Lisbon,999.9960000000001,149.9994,1.08,1079.9956800000002
185,10645,2022-12-16,Burgers,12.99,569.67,Online , Cash,Joao Silva,Lisbon,7400.0133,1110.0019949999999,1.08,7992.014364
186,10646,2022-12-16,Chicken Sandwiches,9.95,221.11,Online , Cash,Joao Silva,Lisbon,2200.0445,330.006675,1.08,2376.04806
187,10647,2022-12-16,Fries,3.49,630.37,Online , Gift Card,Joao Silva,Lisbon,2199.9913,329.998695,1.08,2375.9906040000005
